7,4924.0,Unicorn
7,4946.5,Unicorn
7,4950.5,Unicorn
6,4950.0,Unicorn
7,4959.5,Unicorn
7,4977.5,Unicorn
7,4977.5,Unicorn
7,4995.0,Unicorn
7,4997.5,Unicorn
7,4997.5,Unicorn
7,4993.5,Unicorn
7,5002.0,Unicorn
7,5007.0,Unicorn
7,5017.5,Unicorn
7,5013.5,Unicorn
7,5003.5,Unicorn
7,5009.5,Unicorn
6,5002.5,Unicorn
6,5002.5,Unicorn
7,5001.5,Unicorn
7,5018.0,Unicorn
7,5032.5,Unicorn
7,5046.5,Unicorn
7,5053.0,Unicorn
7,5053.0,Unicorn
7,5035.0,Unicorn
7,5049.5,Unicorn
6,5030.0,Unicorn
7,5051.5,Unicorn
6,5048.0,Unicorn
7,5063.5,Unicorn
7,5057.0,Unicorn
7,5054.5,Unicorn
7,5063.0,Unicorn
7,5081.0,Unicorn
7,5068.5,Unicorn
7,5080.5,Unicorn
7,5082.0,Unicorn
7,5078.0,Unicorn
7,5078.5,Unicorn
7,5088.5,Unicorn
7,5092.5,Unicorn
6,5097.0,Unicorn
7,5113.0,Unicorn
7,5080.0,Unicorn
7,5083.0,Unicorn
7,5093.5,Unicorn
7,5100.5,Unicorn
6,5097.5,Unicorn
7,5092.0,Unicorn
7,5106.5,Unicorn
7,5123.0,Unicorn
7,5113.5,Unicorn
7,5118.5,Unicorn
7,5117.0,Unicorn
7,5106.5,Unicorn
6,5110.5,Unicorn
7,5113.5,Unicorn
7,5125.5,Unicorn
7,5126.0,Unicorn
7,5138.5,Unicorn
7,5132.5,Unicorn
7,5141.0,Unicorn
7,5139.5,Unicorn
7,5133.5,Unicorn
7,5127.0,Unicorn
7,5136.5,Unicorn
7,5136.0,Unicorn
7,5137.5,Unicorn
7,5139.5,Unicorn
7,5160.5,Unicorn
7,5142.5,Unicorn
8,5119.5,Unicorn
8,5129.5,Unicorn
6,5050.0,Unicorn
8,5053.5,Unicorn
6,5001.5,Unicorn
6,4813.5,Unicorn
6,4688.0,Unicorn
6,4639.0,Unicorn
7,4609.5,Unicorn
6,4545.0,Unicorn
6,4481.0,Unicorn
6,4375.0,Unicorn
7,4922.5,Unicorn
7,4939.5,Unicorn
7,4935.5,Unicorn
7,4920.0,Unicorn
7,4932.0,Unicorn
7,4944.5,Unicorn
7,4942.5,Unicorn
7,4957.5,Unicorn
7,4953.5,Unicorn
7,4987.0,Unicorn
7,4985.0,Unicorn
7,4976.5,Unicorn
7,4983.5,Unicorn
7,4979.5,Unicorn
7,4978.0,Unicorn
7,4975.0,Unicorn
7,4990.5,Unicorn
7,5005.5,Unicorn
7,4991.0,Unicorn
7,4990.5,Unicorn
7,5001.0,Unicorn
7,5003.0,Unicorn
7,4997.0,Unicorn
7,5007.5,Unicorn
7,4994.0,Unicorn
7,5011.0,Unicorn
7,5011.0,Unicorn
7,5024.5,Unicorn
7,5006.0,Unicorn
7,4994.0,Unicorn
7,5019.5,Unicorn
7,5022.5,Unicorn
7,5022.5,Unicorn
7,5038.5,Unicorn
7,5026.0,Unicorn
7,5042.0,Unicorn
7,5049.0,Unicorn
7,5040.5,Unicorn
7,5040.5,Unicorn
7,5028.0,Unicorn
7,5031.0,Unicorn
7,5042.5,Unicorn
7,5040.0,Unicorn
7,5045.5,Unicorn
7,5046.0,Unicorn
7,5059.0,Unicorn
7,5057.0,Unicorn
7,5063.5,Unicorn
7,5066.5,Unicorn
7,5050.5,Unicorn
7,5050.5,Unicorn
7,5073.0,Unicorn
7,5072.0,Unicorn
7,5067.0,Unicorn
7,5065.5,Unicorn
7,5052.5,Unicorn
7,5062.5,Unicorn
7,5075.0,Unicorn
7,5065.5,Unicorn
7,5080.5,Unicorn
7,5080.5,Unicorn
7,5079.0,Unicorn
7,5082.0,Unicorn
7,5082.5,Unicorn
7,5090.5,Unicorn
7,5108.0,Unicorn
7,5099.5,Unicorn
7,5096.5,Unicorn
7,5089.5,Unicorn
7,5089.5,Unicorn
7,5095.0,Unicorn
7,5081.0,Unicorn
6,5098.0,Unicorn
7,5091.5,Unicorn
7,5085.5,Unicorn
7,5091.5,Unicorn
7,5110.5,Unicorn
7,5112.5,Unicorn
7,5104.5,Unicorn
7,5114.5,Unicorn
7,5114.5,Unicorn
7,5110.0,Unicorn
7,5109.0,Unicorn
7,5114.5,Unicorn
7,5114.0,Unicorn
7,5121.5,Unicorn
7,5120.0,Unicorn
7,5135.0,Unicorn
7,5123.0,Unicorn
7,5121.5,Unicorn
7,5121.5,Unicorn
7,5107.0,Unicorn
7,5119.0,Unicorn
7,5125.0,Unicorn
7,5127.0,Unicorn
7,5130.0,Unicorn
7,5125.0,Unicorn
7,5139.5,Unicorn
7,5135.5,Unicorn
7,5135.5,Unicorn
7,5135.5,Unicorn
7,5140.5,Unicorn
7,5141.5,Unicorn
7,5136.5,Unicorn
7,5140.5,Unicorn
7,5132.0,Unicorn
7,5140.0,Unicorn
7,5150.5,Unicorn
7,5136.0,Unicorn
7,5136.5,Unicorn
7,5136.5,Unicorn
7,5135.5,Unicorn
7,5127.0,Unicorn
7,5120.5,Unicorn
7,5101.5,Unicorn
7,5091.5,Unicorn
7,5079.0,Unicorn
7,5049.0,Unicorn
7,5009.0,Unicorn
7,4886.0,Unicorn
6,4847.5,Unicorn
7,3673.0,Unicorn
7,4680.0,Cat
6,4676.5,Cat
6,4682.0,Cat
6,4694.0,Cat
6,4681.5,Cat
6,4702.5,Cat
6,4701.5,Cat
6,4729.0,Cat
6,4729.0,Cat
6,4709.5,Cat
6,4726.5,Cat
6,4730.5,Cat
6,4732.0,Cat
6,4746.0,Cat
6,4737.5,Cat
6,4736.0,Cat
6,4752.5,Cat
6,4760.5,Cat
6,4760.5,Cat
6,4760.5,Cat
6,4738.0,Cat
6,4743.5,Cat
6,4743.5,Cat
6,4741.5,Cat
6,4752.5,Cat
6,4756.0,Cat
6,4757.5,Cat
6,4776.0,Cat
6,4753.0,Cat
6,4753.0,Cat
6,4777.0,Cat
6,4757.0,Cat
6,4775.0,Cat
6,4758.5,Cat
6,4773.0,Cat
6,4783.0,Cat
6,4779.5,Cat
6,4794.5,Cat
6,4803.0,Cat
6,4788.0,Cat
6,4793.0,Cat
6,4799.0,Cat
6,4787.0,Cat
6,4800.5,Cat
6,4781.0,Cat
6,4781.5,Cat
6,4771.5,Cat
6,4807.5,Cat
6,4800.5,Cat
6,4820.0,Cat
6,4823.5,Cat
6,4801.5,Cat
6,4816.5,Cat
6,4823.0,Cat
6,4811.0,Cat
6,4828.0,Cat
6,4819.0,Cat
6,4819.5,Cat
6,4834.0,Cat
6,4834.5,Cat
6,4828.0,Cat
6,4838.5,Cat
6,4820.5,Cat
6,4826.5,Cat
6,4826.0,Cat
6,4840.0,Cat
6,4851.0,Cat
6,4866.0,Cat
6,4838.0,Cat
6,4857.5,Cat
6,4858.5,Cat
6,4858.0,Cat
6,4854.0,Cat
6,4857.5,Cat
6,4859.0,Cat
6,4861.0,Cat
6,4863.0,Cat
6,4863.5,Cat
6,4885.0,Cat
6,4863.5,Cat
6,4844.0,Cat
6,4868.0,Cat
6,4878.5,Cat
6,4870.5,Cat
6,4873.5,Cat
6,4874.0,Cat
6,4868.0,Cat
6,4861.0,Cat
6,4876.5,Cat
6,4880.0,Cat
6,4869.0,Cat
6,4892.0,Cat
6,4895.5,Cat
6,4893.0,Cat
6,4910.0,Cat
6,4891.5,Cat
6,4886.5,Cat
6,4895.0,Cat
6,4906.5,Cat
6,4910.5,Cat
6,4904.0,Cat
6,4907.0,Cat
6,4906.5,Cat
6,4892.5,Cat
6,4899.0,Cat
6,4927.0,Cat
6,4930.5,Cat
6,4929.5,Cat
6,4921.5,Cat
6,4905.0,Cat
6,4928.5,Cat
6,4928.0,Cat
6,4938.5,Cat
6,4929.0,Cat
6,4925.5,Cat
6,4930.0,Cat
6,4911.5,Cat
6,4899.0,Cat
6,4926.5,Cat
6,4910.0,Cat
6,4915.5,Cat
6,4894.0,Cat
6,4891.0,Cat
6,4904.0,Cat
6,4897.5,Cat
6,4858.5,Cat
6,4847.0,Cat
6,4852.0,Cat
6,4854.0,Cat
7,4269.5,Cat
6,4699.5,Cat
6,4719.0,Cat
6,4716.0,Cat
6,4715.0,Cat
6,4715.0,Cat
6,4729.5,Cat
6,4729.5,Cat
6,4748.5,Cat
6,4742.0,Cat
6,4761.0,Cat
6,4756.5,Cat
6,4774.0,Cat
6,4763.0,Cat
6,4770.0,Cat
6,4762.0,Cat
6,4776.0,Cat
6,4775.0,Cat
6,4766.5,Cat
6,4784.0,Cat
6,4785.5,Cat
6,4789.5,Cat
6,4799.0,Cat
6,4799.0,Cat
5,4811.5,Cat
6,4823.5,Cat
6,4806.5,Cat
6,4797.0,Cat
6,4813.0,Cat
6,4816.5,Cat
6,4829.0,Cat
6,4822.0,Cat
6,4816.5,Cat
6,4834.5,Cat
6,4827.0,Cat
6,4840.0,Cat
6,4839.5,Cat
6,4844.0,Cat
6,4855.0,Cat
6,4844.0,Cat
6,4846.0,Cat
6,4852.0,Cat
6,4852.0,Cat
6,4848.5,Cat
6,4850.0,Cat
6,4838.0,Cat
6,4845.0,Cat
6,4852.0,Cat
6,4869.0,Cat
6,4866.5,Cat
6,4874.5,Cat
6,4869.5,Cat
6,4890.5,Cat
6,4890.5,Cat
6,4877.5,Cat
6,4861.5,Cat
6,4907.0,Cat
6,4873.5,Cat
6,4885.5,Cat
6,4910.5,Cat
6,4908.5,Cat
6,4902.0,Cat
6,4903.5,Cat
6,4899.5,Cat
6,4888.5,Cat
6,4895.5,Cat
6,4891.0,Cat
6,4926.0,Cat
6,4906.5,Cat
6,4929.5,Cat
6,4898.5,Cat
6,4906.0,Cat
6,4900.5,Cat
6,4916.5,Cat
6,4897.5,Cat
6,4900.0,Cat
6,4918.5,Cat
6,4933.5,Cat
6,4946.5,Cat
6,4957.5,Cat
6,4951.0,Cat
6,4960.5,Cat
6,4946.5,Cat
6,4939.0,Cat
6,4942.0,Cat
6,4934.0,Cat
6,4949.0,Cat
6,4946.0,Cat
6,4955.5,Cat
6,4938.0,Cat
6,4966.0,Cat
6,4954.0,Cat
6,4937.0,Cat
6,4966.0,Cat
6,4972.0,Cat
6,4953.0,Cat
6,4954.0,Cat
6,4971.5,Cat
6,4949.5,Cat
6,4966.5,Cat
6,4963.5,Cat
6,4962.5,Cat
6,4964.5,Cat
6,4972.0,Cat
6,4951.5,Cat
6,4954.0,Cat
6,4975.5,Cat
6,4983.0,Cat
6,4968.0,Cat
6,4988.5,Cat
6,4997.5,Cat
6,4976.5,Cat
6,4967.5,Cat
6,4993.5,Cat
6,4964.0,Cat
6,4992.5,Cat
6,4983.5,Cat
6,4978.0,Cat
6,4960.0,Cat
6,4946.5,Cat
6,4931.5,Cat
7,4683.5,Cat
6,4712.5,Cat
4,4262.0,Cat
4,4225.5,Cat
4,4201.0,Cat
4,4155.0,Cat
4,4112.5,Cat
4,4084.0,Cat
7,4046.0,Cat
